text,label,target
পৃথিবীতে শুধু মুসলমান থাকবে। অন্য ধর্মের মানুষকে থাকলে কল্লা কাটা হবে।,Religious,2
আর আপনাদের মত ইউটিউবার মনিটাইজেশন অন করে কিছু টাকা ইনকামের জন্য এইসব ধান্দাবাজি শুরু করেছেন ,Personal,0
কুমারীত্ব পরীক্ষায় টু ফিঙ্গার টেস্ট বাতিল ঘোষণা করল পাকিস্তানের পাঞ্জাব প্রদেশের এক আদালত।,Personal,0
তোর দুর্গাকে আমি প্রতি রাতে চুদতাম,Religious,2
ভারত যদি ভুটানের সাথে খেলে তারপরও আমি ভুটানের সাপোর্টার কার ভারত জিতলে একটি দেশ জিতে যায় আর ভারত হারলে ত্রিকেটের জয় হয়,Geopolitical,3
পাকিস্তানীদের না মেরে ভারতীয় বাহিনির উচিত বাংলাদেশীদের মারা।,Geopolitical,3
 খালেদা জিয়া মুসলিমের বন্ধু আল্লাহ আপনাকে হেফাজত করক। বরতমান প্রদান মন্তি নাকি মুসলিম এখন ও একটি পটিবাট করিনি ,Personal,0
ও জানত না ও কি ও আমার চেট মাগি একটা ,Personal,0
আওয়মীলীগ ছাড়া বাংলাদেশের সবাইকে গণহারে জঙ্গি উপাধি দিয়েই ফেঁসে গেছে আওয়ামীলীগ।,Geopolitical,3
ওনাকে সেখানে পাটিয়ে দিন যেখানে কনডমের কাজ চলে ওনাকে দেখলে মনে চায় ,Personal,0
খানকির পুত এইকতা তোর মাকে আমি বলতে চাই ,Personal,0
চঞ্চল চৌধুরীকে বিকাশ চোর যখন কল দেয় তখন বিকাশ চোর আর চঞ্চল চৌধুরীর অবস্থা।,Personal,0
"টক্কর দিতে তৈরী ভারতীয় সেনা, থেমে নেই পাকিস্তান ও চীনও।",Geopolitical,3
অসভ্য বর্বর বেহায়া ভোট ডাকাত সকল প্রকার খারাপ কাজের চ্যাম্পিয়ন শেখ হাসিনার সরকারের বিকল্প আর নেই।,Geopolitical,3
আলহামদুলিল্লাহ শেখ হাসিনা ডাক্তার হয় নাই ডাক্তার হলে মানুষের রক্ত আর কিডনি গুলো ইন্ডিয়ায় প্রাচার করে দিতো,Political,1
এই রামছাগল টা ভারতের ঘাড়ে চেপে বসেছে এখন ভারত ইতিহাসের উল্টো দিকে হাটবে এটাই স্বাভাবিক ।।,Geopolitical,3
ভারতীয় হাতি ঢুকলে তার খাতিরদারিতে আমাদের রাতের ঘুম হারাম হয়। কিন্তু রোহিঙ্গারা একটুখানি বাঁচার আশায় সীমান্তে এলে আমরা তাদের লাথি মেরে ফিরিয়ে দেই।,Geopolitical,3
আর বাংলাদেশে ভারতীয়রা আরো অনেক বেশী আছে৷ তা মনে হয় ওর জানা নাই?,Geopolitical,3
মাহি কি বাংলাদেশের চ্যাটের বাল যে তাকে ছাড়া ঐক্য হবে না,Political,1
শালীরে কঠিন সাজা দেওয়া হোক ৷ ,Personal,0
"আর বাঁচতে চাই না আমি, তুলে নাও নইলে মই দাও উঠে যাই।",Personal,0
জামাতের এক ইউনিয়নের যে ভোট আছে তোদের বাপ বেটার সারা বাংলাদেশে সেই ভোট আছেনি,Political,1
এসব আপনাদের ধর্মে হয় আমাদের ধর্মে হয়না ,Personal,0
মাদার চোদ আরেক জনের গান নিয়ে মজা চোদাও  ,Personal,0
১৯৭১ সালে ভারত পাকিস্তান কে থাপ্পড় মেরে দুই টুকরো করেছে। ,Geopolitical,3
আমি বুঝি না রোহিঙ্গাদের জন্য এদেশের মানুষের এত চিল্লাচিল্লি ক্যা । কেউ বলে রোহিঙ্গারা আমাদের জাতি ভাই কেউ বলে জামাতি ভাই কেউ বলে বামাতি ভাই। কিন্তু আমি বলি রোহিঙ্গারা আমার চুদির ভাই। যে লোক নিজের দেশের নির্যাতিত সাঁওতালগোষ্ঠী কিংবা সংখ্যালঘুদের জন্য প্রতিবাদ না করে রোহিঙ্গাদের জন্য চিল্লা পাল্লা করে সে হইল রাজাকারের দুধভাই ।,Political,1
দেশের মানুষ একদলের শাসনে অতিষ্ট হয়ে গেছে আর বেশ্যের ছেলে ব্যবসা ঠিক রাখার জন্যি সরকারের সাথে আতাত করে হিয়ালী চোদাচ্ছে ,Political,1
ধর্ষণের হুমকি দিয়ে ছিনতাই ঢাবি ও জবি’র দুই হিন্দুুু ছাত্র গ্রেফতার ,Personal,0
"ছেলেদের ব্রণ উঠলে বলে, শালা খুব হ্যান্ডেল মারে আর মেয়েদের ব্রণ উঠলে বলে ত্বকের সমস্যা।",Personal,0
ভাই কারো সাথে ডিবেট করতে হলে তার শিক্ষাগত যোগ্যতা ভাল করে জেনে নিন  কারন  মূর্খ সাথে ডিবেট ইসলামে নিষেধ করা হয়েছে।,Religious,2
মাদারচোদ রানু খানকিমাগী তোর গোটা গুষ্টি চুদী খানকির বেটি মাদারচোদ ,Personal,0
আমার আরো ১০ টা বিয়ে করার ইচ্ছে। মাগীর এত চুলকানি আসে কোথা থেকে।,Personal,0
ভারত এর হাতির কত সম্মান আগেই তো দেখেছি এই বাংলাদেশ এ। আর আজ সেই ভারত ট্রেন এক্সিডেন্ট করছে আ হা রে আজ থেকে দশ দিন না খেয়ে থেকে শোক প্রকাশ করতে হবে। আর মায়ানমার এ তো এগুলো কি মানুষ ওরা তো মুসলমান ওদের জন্য মুসলমানরা শোক প্রকাশ করবে,Geopolitical,3
"সময়মতো সব খুলে দেওয়া হবে- তারানা হালিম, না না সব খুলতে হবে না আপনার লজ্জা নাও থাকতে পারে,শুধু ফেসবুক খুইল্লা দেন ",Personal,0
"তুই রাজাকার, তুই রাজাকার। ফাঁসি চাই, ফাঁসি চাই।",Political,1
অবশেষে এটাও দেখতে হল। শেখ হাসিনা ভারতের বেঙ্গালোরের নাগরিক ও ভোটার।,Geopolitical,3
রানু মাগী হায় হায় হায় হায় হায় হায় হায় হায় হায় হায় কুত্তা সব সময় কুত্তা থাকে ও থাকবে ,Personal,0
আর একটি প্রশ্ন সংখালঘু ভাইদের বাংলাদেশে হিন্দুুুরা বলি দেয় মুসলমনদের জন্য হারাম এমন সব প্রানি খাবার খায়। ভারতে গরু জবাই এর নাটক বানায়ে মুসল মান কে হত্যা করা হয়েছে। আপনারা নিশ্চুপ ছিলেন। মায়ানমার হাজার হাজার মানুষ মারা হচ্ছে ধর্ষণ গণহত্যা মানবাধিকার লংঘন হচ্ছে আপনারা নিশ্চুপ তামাশা দেখছেন। ইসলাম নাকি নয় বরং ইসলাম সবসম,Geopolitical,3
"পহেলা বৈশাখ বাঙালির বজ্জাতি, হুজ্জাতি আর লুইচ্চামির দিন।",Religious,2
"শিশুদের পাঠ্য বইয়ে যৌনতায় ভরা, এ দিয়ে কি শিখবে শিশুরা? ",Personal,0
"শয়তান বলছেন, শুয়োর হাগু খান টাইপ রাজাকারদের যে ধর্ম ঐ ধর্মের উপ্রে আমি ছ্যার ছ্যার করে মুর্তি।",Religious,2
মাগি গুলা কইথেকে যে আসে আমি চিন্তা করে পাইনা,Personal,0
মালাউন রে ধরে মাথা কাঠ,Religious,2
মেলায় হারিয়ে যাওয়া দুই গাঁজাখোর ভাই।,Personal,0
খুনের নেশায় হিংস্র আওয়ামীলীগ। আওয়ামীলীগ এ কোন নেশয় মেতে উঠেছে?,Political,1
যতদিন হিন্দু একজোট হয়ে বিরোধিতা করবে না তত দিন হিন্দুদের দ্বারা অত্যাচারিত হবে মুসলিম দুনিয়ার ,Personal,0
"ধর্ষণ মুক্ত বাংলাদেশ চাই, ধর্ষণের শাস্তি ফাঁসি চাই। ধর্ষণ বিরোধী আন্দোলন।",Political,1
আপনি দেখছি রানু মন্ডলকে ব্যবহার করে বিখ্যাত হতে চাচ্ছেন ,Personal,0
মাননীয় প্রধানমন্ত্রী এই লাশের দায় কাকে দিবেন? ঠিক করেছেন কিছু?,Geopolitical,3
"ভয়ঙ্কর সেই রাতের বর্ণনা দিলেন প্রত্যক্ষদর্শী, কত কষ্ট দিয়ে মারা হয়েছে রায়হানকে।",Personal,0
"মাঝের মেয়েটা চোষাচ্ছে, শুধু লিজেন্ডরাই বুঝতে পারবে।",Personal,0
ইউটিউবার দেখছি এমন বক্সচুদ ইউটিউবার তো দেখি নাই কখনো।,Personal,0
 তোরা তো রেন্ডিয়ার রেন্ডু। ওই ভিখারির বাচ্চার ভিক্ষা চাইতে আসছোস ভিক্ষা নিয়ে চলে যা । তোদের রেন্ডিয়া জাতি যে ভিখারি জাতি সেটা এইদেশ থেকে টাকা চেয়ে তা প্রমান করলি । জাত খয়রাতির বাচ্চা খয়রাতি খা ভাল করে । আরে রেন্ডিয়ার এই গরুর বাচ্চাকে আর ভিখারিকে ভিক্ষা দিয়ে দে । এই রেন্ডু ভিখারির বাচ্চা ভিক্ষা পায় নাই বলে বলদের মত হাম্বা হাম্বা করছে । ,Geopolitical,3
ছাত্রলীগ করতে হলে আগে মিথ্যা কথা ভালো করে শিখতে হয় তার প্রমাণ এই,Political,1
"দম্ভ ও অহংকার পতনের মূল, জাতি দম্ভ দেখেছে এখন পতন দেখতে চায় ",Geopolitical,3
"মিথ্যার রানী। আমি নিজের জন্য মাত্র ৫ ঘন্টা নেই ঘুমানোর জন্য এছাড়া প্রতিটি মুহুর্ত আমি কাজ করি দেশের মানুষের জন্য, দেশের উন্নয়নের জন্য।",Political,1
আহারে ভারতের বিপক্ষে বলাতে কিছু লোকের জ্বলতেছে,Geopolitical,3
এখানে যত্ন সহকারে এক্সদের চাবকে সোঁজা করে দেয়া হয়।,Personal,0
মাগির ভুদায় অনেক চুলকানি কুত্তা দিয়ে চুদতে হবে। ,Personal,0
 রেন্ডিয়ানরা সব মাদারচোদ। বাংলাদেশ থেকে হিন্দুুু মালউন মেরে তাড়িয়ে দিচ্ছি। হাহাহাহা ভোদাবানের মূর্তির উপর প্রসাব করলেও এখানে হিন্দুুুরা একটা শব্দও করে না। ,Geopolitical,3
"কপালে বন্দুক ধরে যদি বলা হয় একটাই ফোন করতে পারবি ফোন রিসিভ হলে মৃত্যু, মেনশন করুন যাকে ফোন করবেন।",Personal,0
দেখে তো তাই মনে হয় পাগল আর ছাগল ,Personal,0
তোমার হেড লাইন লিখাটা থেকে বাংলাদেশ কথাটা বাদ দিলে অর্থ কি দাড়ায়? তাই হতো ভারত এই পিচে খেললে রান করতে পারতো না,Geopolitical,3
নরসিংদীর চোদা দিতে হইবো। তাহলে তুই ঠিক হইবে মাগী,Personal,0
ইহুদীদের কাজই তো হচ্ছে মানুষদের পথভ্রষ্ট করা। এই সমস্ত ফিতনা থেকে আল্লাহ আমাদের সবাই কে হেফাজত করুন আমীন ,Religious,2
প্রভা মনে হচ্ছে পাসা সার্জারি করেছে এজন্য পাছার উন্নতি হয়েছে,Personal,0
"১৯৭১ এ ভারত সাহায্য না করলে আজকে এই বাংলা ভাষায় কথা বলতে পারতি না, ফাকিস্তানের পা চাটতি।",Geopolitical,3
আল্লাহই জানে এইডা ওই বলদ হাজব্যান্ডের বাচ্চা কি না অন্য কারো.,Personal,0
"রোল ডাকার সময়, যখন স্যার বলে, যারা কালকে আসেনি তারা ১০ টাকা করে দাও। তখন আমি যাক অন্তত মাইর থেকে বাঁচা গেল।",Personal,0
সব গুলো আজাইরা ভিডিও এক সাথে করে নিজে ফায়দা লুটে নিলেন।,Personal,0
"ভারতে জঙ্গি হামলা ভারতীয় জঙ্গিদের খুঁজে বের না করে, বাংলাদেশে জঙ্গি সন্ধান কেন? ",Geopolitical,3
"ইনু ভাই, ভুমিকম্পের সময় নাস্তিকরা কাকে ডাকে? আরে পাগল বিপদের সময় সবাই আল্লাহরেই ডাকে",Religious,2
ভারতীয় ঋণের শর্তে অর্ধেক প্রকল্পেই স্থবিরতা আরো কোটি ডলার ঋণ নিতে যাচ্ছে বাংলাদেশ ভারতীয় ঋণের শর্তে অর্ধেক প্রকল্পেই স্থবিরতা আরো কোটি ডলার ঋণ নিতে যাচ্ছে বাংলাদেশ সময়ের কণ্ঠস্বর,Geopolitical,3
 এটা তো হবেই কারন হল তোমরা হলে মুসলমান নামধারী হিন্দুর বংশধর মালাউনের বাচ্চারা মুসলমানের কাননা তোদের কানে পৌঁছায় না ,Religious,2
এইশালা হলো বেইশ্যা মেয়ে তাই এই রকম ভিডিও বানাচ্ছে ,Personal,0
"যখন আমি মিম খুঁজে পাইনা, জনগন বলে এইটা কি মানা যায়?",Personal,0
ওরে নোবেল দিছে কোন পাগলে ওর ফাঁসিঁ দেওয়া দরকার।,Personal,0
ওই শালা হিন্দু ধর্ম মানে কি বুঝছ ,Religious,2
তোমার কেনো পার্টে বন্ধ তোমার কেনো পার্টে ,Personal,0
মাগি কি হচ্ছে বাংলাদেশে তোর কি চোখ অন্ধ হয়ে গেছে তুই দেখতে পাস না তুই খালি বিএনপি নিয়ে আছিস কারন টা কি তোর আংলিগের রাজাকারদের ধরিস না কেন না ঔগুলো পুসে রাখতেছ ইলেকসনে কাজ দেবে তাই না ,Personal,0
"মেয়েটির দুধে কোকা কোলা লেখা দেখে বাচ্চাটা বলতে, হরলিক্সের গাঁড় মারি আজকে কোকা কোলা খাব ",Personal,0
মাদক আর মাগি দেশ টা কে নষ্ট করে দিল ৷ ,Personal,0
পাগল ছাগলের গান আর কি বলবো ,Personal,0
মুসলিমদের মাথা আর গরুর মাথার মধ্যে খুব একটা পার্থক্য নেই,Religious,2
"ভারতীয় ট্রাকের জন্য সমগ্র বাংলাদেশের পরিবহন মাশুল ১৯২ টাকা,আর শুধু মেয়র হানিফ ফ্লাইওভারেই বাংলাদেশী ড্রাইভারদের জন্য টোল ২০০ টাকা।",Geopolitical,3
পায়েল এর বাজার একটু কম অন্য নায়িকা দের থেকে তাই শরীর দেখাচ্ছে পায়েল ,Personal,0
নির্বাচন কমিশন তো নিজেরাই বিভক্ত হয়ে পড়েছে । ,Political,1
বাকশালের একাল সেকাল  শিরোনামে একটি এপিসোড দেখতে চাই খালিদ।,Political,1
আর টাকার নোট বন্ধ হতে ভারত বর্ষের মানুষের যতো অসুবিধা হয়েছে তার চেও বেশি অসুবিধা হয়েছে শোমোথিতো বিবিসি বাংলা,Geopolitical,3
এই মেটা দেমাগি এরে চোদা দরকার না ভাই,Personal,0
 এইটা কী তর বাপের দেশ নাকী যা মনেচায় তা করবি তদের মত মালাউনদের কুত্তা দিয়া চোদা দরকার ,Religious,2
শুকরের বাচ্চার লিঙ্গ কেটে ১০০ ভাগ করব। ,Personal,0
ইতিহাস  আছে জয় চোরা রাম বলে মুসলিম মারে ভারত বর্ষে।,Religious,2
 জামাতের আমি একটি ছোট্ট শিশুকে বানালে সেও রাজাকার বনে যাবে ,Political,1
"নরেন্দ্র মোদির দুই গালে, জুতা মার তালে তালে।",Political,1
"মাদ্রাসায় সত্যিকারের লেখাপড়া হয় না, জঙ্গী তৈরি হয় - ব্যরিস্টার তানিয়া আমির ",Religious,2
"একজন মানবিক সিরিয়াল বলাতকার কারীর ইতিহাস, ছাত্রদের কষ্ট আমি বুঝ, ওরা যাতে ব্যাথা না পায় তাই থুথু দিয়া করি।",Personal,0
বাংলাদেশের মিডিয়া ভারতের হিন্দুুুদের দালাল!,Religious,2
 রাজাকার শোভাযাত্রা ও সমাবেশ করা উচিত ,Political,1
ভিখারির ধারণা ভিখারির মত অসভ্য রানু মন্ডল ভিখারির গান শুনে আমার ওর মুখে প্রস্রাব করতে করতে মন চাইতেছে ,Personal,0
"আওয়ামীলীগ নামে প্রাণী  গুলো এখন পৃথীবির সব থেকে খারাপ নিকৃস্ট প্রাণী, ওদের থেকে খারাপ  আর কিছু হয়না!!!!",Political,1
"দেশের রাজাকার গুলো এই ভারতকে বন্ধু বলে মূলত এরাই রাজাকার ও পা চাটা গুলাম,",Geopolitical,3
আমাদের দেশের এডমিনদের আর কি বলবো এরা ভারত পাকিস্তানে যদি কেউ একটা মারে তাও এদের লেখা লাগবে।যাই হোক পারলে ওর ডেলিভারিটা লাইভ দেখায়েন।,Geopolitical,3
"জেগে উঠলো ভারতের বাঘ, এবার আর রক্ষা নাই ।",Political,1
ভারতকে গুরুত্ব না দিলেতো আওয়ামীলীগ ক্ষমতায় টিকে থাকতে পারবে না ,Geopolitical,3
"চীনের বিনিদ্র রজনীর কারণ, কৈলাস থেকে সেনা সরাচ্ছে না ভারত।",Geopolitical,3
এই মাদারচোদ ধোন কাঁটা মোল্লার বাচ্চাদের গুষ্ঠি একদিন পুরো মায়ানমারের মতো সাফ হয়ে যাবে জয় শ্রী রাম ,Personal,0
গুরু-শিষ্যে লালবাগের সর্বনাশ। এর শেষ কোথায় ?,Personal,0
"ক্রসফায়ারের নামে মেধাবী ছাত্র হত্যা আর মেনে নেয়া যায়না, এ জুলুমের অবসান চাই।",Geopolitical,3
"যেখানে নাস্তিক, সেখানে জুতা মার।",Religious,2
আর কতো চুষবি? আউট হয়ে গেল তো।,Personal,0
"জুমার দিনে ঝগড়া করছে মাস্ক এবং টুপি নিয়ে, আরেকজন এসে তাদের জিজ্ঞাসা করে দুইজনেরই দাড়ি কোথায়? ",Religious,2
ছি: ছি: ছি: এই মেয়েটা এত নোংরা ভাবতেও পারিনা।,Personal,0
"কোথায় কি হচ্ছে, আর এই শালার পোদ ফাটছে, বালের ভিডিও দেখাচ্ছে ",Personal,0
ওই শিল্পিদের আন্দোলনের সময় পুলিশের উচিৎ গরম পানি ছিটানো এতদিন কই ছিলো আগে ভারতীয় সিরিয়াল গুলা বন্ধ করা দরকার।,Geopolitical,3
"যেখানে নাস্তিক, সেখানে জুতা মার",Religious,2
আগে আওমিলীগ টাকা পয়সা খেয়ে পেট বড়ে তারপর আর পাই না তাই ধরায়ে দেয় কুন্তালীগ কখনো স্বীকার করবে না ,Political,1
মাহির মতো গাদা না থাকলে ঐক্যের কোন সমস্যা হবে না।,Political,1
 নয়াদিগন্ত দেখছি উলোট পালোট নিউজ দেয়।।ভারতের ধারে কাছেও নেই পাকিস্তান।।শুধু নয়াদিগন্তের হৃদয়ে পাকিস্তান ছিঃ নয়াদিগন্ত ছিঃ রাজাকারের পেপার নয়াদিগন্ত।। ,Political,1
খেজুরে অনেক সেক্স তাই আরবিরা খেজুর খায়ে একের অধিক বিয়ে করে। ,Religious,2
চোদানি আর কত মিথ্যা বলবি বল ,Personal,0
 পৃথিবীর সবচেয়ে নিকৃষ্ট দেশ ভারত।পাকিস্তান ইচ্ছা করলেই পৃথিবীর মানচিত্র থেকে রেন্ডিয়াকে চিরতরে ভেংগে দিতে পারে। ,Geopolitical,3
সাবধান আপনার সামনেই ভারতীয় দালাল । আওয়ামী লীগের কিছু কিছু নেতা নেত্রী একটি স্বাধীন দেশের নাগরিক হয়েও নিয়মিত ভারতীয় স্বার্থে দালালি করে যাচ্ছেন । ভারতই তাদের মাতা ভারতই তাদের পিতা ভারতই তাদের দেবতা। ভারতই তাদের দেশ মন মননে তারা এক একজন দেশপ্রেমিক ভারতীয় ?,Geopolitical,3
নাস্তিক লতিফ সিদ্দিকীর ইস্যু ধামাচাপা দিতে এবার ইসলাম অবমাননা করল আরেক নাস্তিক আব্দুল গাফফার চৌধুরী ।,Religious,2
"বিয়ের আগে সেক্স করার শখ রাখেন আবার বিয়েতে বৌ চান কুমারী, আসুন দাদা পাছায় দুইটা জুতার বারি নিন।",Personal,0
২০২০ সালের মধ্যেই ভারত দখল করবে আইএস,Geopolitical,3
খানকি! তুই অহনো জিন্দা আছোস?,Personal,0
সব বন্ধ বন্ধ করে কি ক্ষমতা কুক্ষিগত রাখা যায়?,Geopolitical,3
"ঘটক: তোমার জিপিএ কত? পাত্র: তু খিচ মেরি ফটো, ম্যায় জেএসসি পাশ অটো।",Personal,0
"৭১ দেখিনি, আজ আওয়ামীলীগের শাসনামলে ৭১ অনুভব করি ",Geopolitical,3
তোরে পাইলে মাগি তোর পিট্টা ফাটাইয়া ফালামু আবার পর্দাকরন চোদাইসস ,Personal,0
ভাঙ্গড় চন্ডিপুরের বুকে প্রমাণ করে দিল দেড় লাখ মানুষের সামাগম করে।,Political,1
মাদ্রাসায় আওয়ামীলীগের দেয়া আগুনে পুড়লো কোরআন শরীফ,Religious,2
ভাবতে অবাক লাগে অপরাধীরা এখনো বেঁচে আছে ,Personal,0
"একমাত্র এই আবালদের কারণেই মুসলিমরা আজ যেখানে সেখানে মার খাচ্ছে,তবে আল্লাহর বিচার একদিন হবেই হবে এবং মুসলিমরা জিতবে ইনশাআল্লাহ",Religious,2
সনাতন চিরন্তন ধর্ম রিচাস কর  বেটা ইসকন প্রভুদের বক্তব্য মন দিয়ে শোন । ইসলাম ধর্ম হলো মানুষের বানানো  ধর্ম ।,Religious,2
নিজের ফতোয়ায় নিজেই নাস্তিক প্রধানমন্ত্রী শেখ হাসিনা,Religious,2
এই সৌভিক কাউয়া চোদা ছাড়া কি অন্য কোনো আর্টিস্ট নেই?,Personal,0
"বর্তমান সরকার কোন সরকারই না??জারজ সন্তান যে রকম, সেই রকম ও বর্তমান সরকার?? ",Political,1
যেখানে ফাঁসির আসামীরা খালাস পেয়ে যায় আর বদি তো বাবা ব্যবসায়ী,Personal,0
আজ ডাকসু অফিসে নুরদের উপর হামলাকারী ইস্কন সদস্য সনজিত চন্দ্র দাস ঢাকা বিশ্ববিদ্যালয় শাখা ছাত্রলীগের সভাপতি।,Political,1
বর্তমানে বাংলাদেশে দশ লক্ষ ভারতীয় আছে।,Geopolitical,3
"বিরক্ত করবেন না , সামনে পরীক্ষা।  কিন্তু বাস্তবে এ কি দেখা গেল?",Personal,0
জবাই দিতে দিতে অভ্যাস হইয়া গেসে।,Personal,0
"এরপরও বল যদি মানুষ মরেনি, তোমার বিবেক মরে গেছে",Personal,0
কি ছিল আওয়ামীলীগের ইসতেহারে? কিছুই করা হয়নি।,Geopolitical,3
বাংলাদেশের সকল সিনেমা পরিচালকদের দৃষ্টি আকর্ষণ করছি ভারতের অধিনায়ক মহেন্দ্র সিং ধোনির জীবনী নিয়ে যদি সিনেমা নির্মাণ করা হয় তাহলে মাশরাফিকে নিয়ে কেন সিনেমা বানানো হবে না। আমরা সকলে চাই মাশরাফি বস কে নিয়ে একটি সিনেমা তৈরি হোক। আর মাশরাফির বায়োপিক সিনেমা দিয়েই শুরু হোক বাংলার এমন সিনেমা।। যে সিনেমা দেখে আমার চোখের পানি ধরে রাখতে পারব না।। আর আমি পরিচালকদের চ্যালেঞ্জ করতে চাই যে ওই সিনেমাটিই হবে বাংলাদেশের ইতিহাসে সবচেয়ে ব্যবসা সফল সিনেমা।,Geopolitical,3
সাকিব আল হাসান কলকাতায় গিয়ে কালীপূজা উদ্বোধন সম্পর্কে ইসলাম কি বলে?,Religious,2
"তোমরা কোন দেশে থাকো,কথায় কথায় ষড়যন্ত্র খুজো,কি বাল আছে তোমার দেশে ",Political,1
"ছাত্রলীগের সাথে যুক্ত হওয়ার পর সদ্য যুক্ত হওয়া সদস্য, দা,ছুরি, বটি আমদের সাথে রাখা লাগবো।",Political,1
"বাংলাদেশকে ভালোবাসি, তবে তিস্তার ব্যাপারে স্যার মমতা, এর কাছ থেকে হাসিনার দেশপ্রেম শেখা উচিত ",Geopolitical,3
শালী একটা মাগী অতিবিশিষ্ট  দের চোদা দেয় ৷ ,Personal,0
এমন কোন অকাজ কুকাজ নাই যা ভারতে হয় না। যেটা ওদের টিভি সিরিয়াল গুলোর কাহিনী দেখলে কিছু অনুমান হয়,Geopolitical,3
আরে খানকির পুলা তোর ত দেবী শেখ হাসিনা আছে,Personal,0
"আনুশকা দিহানের অশ্লীল কল রেকর্ড ফাঁস, হত্যাকান্ডে নতুন মোড়।",Personal,0
নারীদের দেখলে সাধারণ মানুষ ভালোবাসা অনুভব করে আর ছাত্রলীগ পাছার সাইজ মাপে ,Personal,0
"না চাইতেও ছেলে বন্ধুর সাথে বাসর রাত কাটাচ্ছি, কারণ আমি বন্ধুর ট্যাগ লিস্টের ৩য় ব্যাক্তি ।",Personal,0
"শিবির রগ কাটে আর ছাত্রলীগ মাথা কাটে, পুলিশ সেই মাথা খুঁজে বেড়ায়।",Geopolitical,3
দিহানকে ও হার মানালো শাহাবুদ্দীন মোর্শেদার ভয়ংকর করুন পরিনতি।,Personal,0
 মুনাফিক সারাটা জীবন জামাত শিবিরের গীবত করে গেছে ,Political,1
নাটকের ভালো একজন অভিনেতা কে কাকে বললি শালার মাদার চোদ ,Personal,0
"মসজিদে সুদখোর, যিনাকারী ও দুর্নীতিবাজদের প্রবেশ নিষেধ।",Religious,2
এই লোক কে দেখতেই বদমাইস মনে হয় ,Personal,0
সাঈদীর ফাঁসি দেখা হলো না অ্যাটর্নি জেনারেল মাহবুবে আলমের।জালেম হয়ে মারা গেলেন।,Personal,0
পায়ের জুতো যত দামিই হোক সেটা কিন্তু জুতোই হয় আর সেটা পায়েই পরে ভুল ভাল মানুষকে ভাইরাল করলে তার দাম তো আকাশ ছোয়া হবেই ,Personal,0
"বাবার গেস্টদের অবস্থা দেখে, জুতার বাড়ি খেয়ে বাড়ি তোলপাড়।",Personal,0
ভারতের সাথে কোনো চুক্তি না করাই ভালো। লস হবে। বাংলাদেশ ভারতের সাথে রাজনীতিতে কূটনীতিতে পারবে না।,Geopolitical,3
বাথরুমে যেয়ে হুদাই কলমের কালি শেষ না করে বাবা কে বলো খাতা কিনে দিতে। খাতার মাঝে আঙুল দিয়ে হুদাই গুতাগুতি না করে বাবা কে বলো কলম কিনে দিতে।,Personal,0
"শিবগঞ্জে পুড়ে যাওয়া এক বাড়ি, আতঙ্কে কাঁদছেন গ্রামবাসী",Geopolitical,3
"রানু একটা মাগি, ওর কথায় ওর পরিচয়, এই মাগির মাথায় থু দেওয়া উচিত ",Personal,0
হাসপাতালে কাতরাচ্ছে ধর্ষণের শিকার তিন স্কুল ছাত্রী।,Geopolitical,3
ভাই রানু মণ্ডল হলো অকৃতজ্ঞ এক কথায়,Personal,0
আপনার জ্ঞানের কমতি আছে তোমার ধর্মগ্রন্থ থেকে তুমি বলো মুখ বাজি  চলবে না ওকে,Religious,2
"১০ বছরেও বিচার হয়নি ফেলানি হত্যার, এর শেষ কোথায়? বিচারহীনতায় বাংলাদেশ।",Geopolitical,3
স্পীড কমিয়ে জোরে জোরে মারো জান। চুদতে চুদতে পাগল করে দাও।,Personal,0
"আনুষ্কার ধর্ষনের ভিডিও, কি নির্মম এবং নিষ্ঠুর আচরন দিহানের!",Personal,0
আচ্ছা সবাই বিবেক থেকে উত্তর দিন। ভারতের সাথে কি পাকিস্তান জীবনে ও পারবে। এটা কি সম্ভব?? তাছাড়া ভারতের মুসলিম জনগোষ্ঠী ভারতের সাথে আছে এবং তারা নিজের দেশের জন্য সব করতে পারে। আর বাংলাদেশের কিছু জনগোষ্ঠী নিজের দেশকে না করে অন্য দেশের হয়ে দালালী করে।,Geopolitical,3
রানু যে বাল ফালানো নাপিত রানু ছাড়া আর কেউ যানেনা ,Personal,0
পড়ালেখা পুটকি দিয়ে ঢুকিয়ে দেবো।,Personal,0
তোদের তো চুদেই তো টাকা দেয়।,Personal,0
"বকলম মুসলমানদের যতই বলা হয় আমি নাস্তিক, এরা তত বেশি করে দুর্গা-কালিকে গালি দিবে",Religious,2
"নোরা ফাতেহির নিতম্বে হাত, ভাইরাল ভিডিও নিয়ে মূখ খুললেন তিনি যার হোগা তার খবর নাই, জনগনের ঘুম নাই ",Personal,0
ভারত গরুর দেশ গিয়ে লাভ নাই,Geopolitical,3
তুই যে আধা লেংটা ক্যামেরাতে আসিস তোদের জন্মের ঠিক নাই মাগি ,Personal,0
"বৃষ্টিতে ধুয়ে গেছে রক্তের লাল, মুছেনি তো হৃদয়ের দগদগে ক্ষত।",Religious,2
"কি দিয়ে ধর্ষণ যার ফলে মারা গেল আনুশকা, আনুশকা ধর্ষণ নিয়ে নতুন তথ্য দিল হুজুর।",Personal,0
